Identifier,Features,,,,,,,,,,,,Labels,,,,,,,,,,,
"M = model
R = room
P = simulation points",solidAngle,obstructionValues LowerQuarter,obstructionValues SecondQuarter,obstructionValues ThirdQuarter,obstructionValues HigherQuarter,Projection AspectRatio,Frame ratio,solidAngleTilt,roomAvge SolidAngle,distanceWindowCenterToPt,angleOfPointPositionInReferenceToWindowNormal,windowHeadHeight,DF ,,,,,,,,,,,
33479019,0.117,4,4,4,4,1.27,0.32,20.70,0.09,1.48,33.3,1.73,0.52,,,,,,,,,,,
33479020,0.211,4,4,4,4,1.93,0.32,27.10,0.09,1.06,7.1,1.73,1.14,,,,,,,,,,,
33479021,0.181,4,4,4,4,1.85,0.32,29.50,0.09,0.98,35.2,1.73,1.03,,,,,,,,,,,
33479022,0.184,4,4,4,4,3.33,0.32,40.20,0.09,0.63,10.7,1.73,2.29,,,,,,,,,,,
33480000,0.05,4,4,4,4,2.00,0.46,1.20,0.15,2.87,4.0,1.11,0.17,,,,,,,,,,,
33480001,0.067,4,4,4,4,2.00,0.46,1.40,0.15,2.43,1.1,1.11,0.19,,,,,,,,,,,
33480002,0.077,4,4,4,4,1.99,0.46,1.50,0.15,2.22,10.1,1.11,0.21,,,,,,,,,,,
33480003,0.091,4,4,4,4,1.99,0.46,1.70,0.15,2.02,8.4,1.11,0.21,,,,,,,,,,,
33480004,0.115,4,4,4,4,2.00,0.46,1.90,0.15,1.76,4.6,1.11,0.18,,,,,,,,,,,
33480005,0.125,4,4,4,4,1.87,0.46,2.10,0.15,1.61,20.9,1.11,0.3,,,,,,,,,,,
33480006,0.18,4,4,4,4,2.00,0.46,2.60,0.15,1.32,4.7,1.11,0.33,,,,,,,,,,,
33480007,0.228,4,4,4,4,1.97,0.46,3.10,0.15,1.12,17.0,1.11,0.27,,,,,,,,,,,
33480008,0.452,4,4,4,4,2.00,0.46,5.20,0.15,0.64,7.2,1.11,0.76,,,,,,,,,,,
33481000,0.027,4,4,4,4,0.85,0.22,9.40,0.07,6.12,2.5,2.44,0.1,,,,,,,,,,,
33481001,0.03,4,4,4,4,0.85,0.22,9.80,0.07,5.87,1.6,2.44,0.09,,,,,,,,,,,
33481002,0.023,4,4,4,4,0.75,0.22,9.10,0.07,6.33,12.6,2.44,0.12,,,,,,,,,,,
33481003,0.027,4,4,4,4,0.80,0.22,9.50,0.07,6.01,9.1,2.44,0.08,,,,,,,,,,,
33481004,0.031,4,4,4,4,0.85,0.22,10.00,0.07,5.71,5.2,2.44,0.1,,,,,,,,,,,
33481005,0.034,4,4,4,4,0.85,0.22,10.50,0.07,5.44,0.8,2.44,0.14,,,,,,,,,,,
33481006,0.029,4,4,4,4,0.77,0.22,10.20,0.07,5.62,12.3,2.44,0.09,,,,,,,,,,,
33481007,0.034,4,4,4,4,0.82,0.22,10.80,0.07,5.30,8.2,2.44,0.09,,,,,,,,,,,
33481008,0.039,4,4,4,4,0.86,0.22,11.40,0.07,5.01,3.7,2.44,0.12,,,,,,,,,,,
33481009,0.042,4,4,4,4,0.86,0.22,11.90,0.07,4.76,1.3,2.44,0.12,,,,,,,,,,,
33481010,0.03,4,4,4,4,0.73,0.22,10.80,0.07,5.26,15.9,2.44,0.1,,,,,,,,,,,
33481011,0.037,4,4,4,4,0.79,0.22,11.60,0.07,4.92,11.8,2.44,0.08,,,,,,,,,,,
33481012,0.044,4,4,4,4,0.85,0.22,12.30,0.07,4.60,7.2,2.44,0.15,,,,,,,,,,,
33481013,0.05,4,4,4,4,0.87,0.22,13.10,0.07,4.32,1.8,2.44,0.08,,,,,,,,,,,
33481014,0.039,4,4,4,4,0.75,0.22,12.40,0.07,4.56,16.0,2.44,0.14,,,,,,,,,,,
33481015,0.048,4,4,4,4,0.82,0.22,13.40,0.07,4.21,11.2,2.44,0.13,,,,,,,,,,,
33481016,0.058,4,4,4,4,0.88,0.22,14.40,0.07,3.90,5.7,2.44,0.19,,,,,,,,,,,
33481017,0.065,4,4,4,4,0.89,0.22,15.30,0.07,3.64,0.8,2.44,0.15,,,,,,,,,,,
33481018,0.04,4,4,4,4,0.69,0.22,13.40,0.07,4.22,20.9,2.44,0.13,,,,,,,,,,,
33481019,0.052,4,4,4,4,0.77,0.22,14.60,0.07,3.85,16.1,2.44,0.15,,,,,,,,,,,
33481020,0.066,4,4,4,4,0.86,0.22,15.90,0.07,3.51,10.4,2.44,0.18,,,,,,,,,,,
33481021,0.079,4,4,4,4,0.91,0.22,17.20,0.07,3.21,3.5,2.44,0.23,,,,,,,,,,,
33481022,0.088,4,4,4,4,0.92,0.22,18.40,0.07,2.96,4.6,2.44,0.21,,,,,,,,,,,
33481023,0.053,4,4,4,4,0.70,0.22,15.80,0.07,3.52,22.0,2.44,0.17,,,,,,,,,,,
33481024,0.072,4,4,4,4,0.81,0.22,17.50,0.07,3.14,16.3,2.44,0.24,,,,,,,,,,,
33481025,0.094,4,4,4,4,0.92,0.22,19.40,0.07,2.80,9.2,2.44,0.27,,,,,,,,,,,
33481026,0.109,4,4,4,4,0.95,0.22,21.20,0.07,2.52,0.3,2.44,0.3,,,,,,,,,,,
33481027,0.072,4,4,4,4,0.73,0.22,19.30,0.07,2.82,23.6,2.44,0.25,,,,,,,,,,,
33481028,0.104,4,4,4,4,0.88,0.22,21.90,0.07,2.43,16.5,2.44,0.2,,,,,,,,,,,
33481029,0.134,4,4,4,4,1.00,0.22,24.70,0.07,2.10,7.1,2.44,0.43,,,,,,,,,,,
33481030,0.152,4,4,4,4,1.04,0.22,27.30,0.07,1.85,5.5,2.44,0.62,,,,,,,,,,,
33481031,0.064,4,4,4,4,0.59,0.22,21.10,0.07,2.55,32.6,2.44,0.25,,,,,,,,,,,
33481032,0.1,4,4,4,4,0.77,0.22,24.60,0.07,2.12,26.3,2.44,0.41,,,,,,,,,,,
33481033,0.155,4,4,3,3,1.05,0.22,28.80,0.07,1.73,17.0,2.44,0.57,,,,,,,,,,,
33481034,0.182,4,4,4,4,1.19,0.22,33.40,0.07,1.41,2.9,2.44,0.94,,,,,,,,,,,
33481035,0.072,3,3,4,4,0.56,0.22,27.10,0.07,1.89,39.0,2.44,0.33,,,,,,,,,,,
33481036,0.129,4,4,4,4,0.92,0.22,33.30,0.07,1.43,31.7,2.44,0.74,,,,,,,,,,,
33481037,0.176,4,4,4,4,1.54,0.22,41.50,0.07,1.02,18.2,2.44,1.34,,,,,,,,,,,
33481038,0.124,4,4,4,4,2.53,0.22,50.20,0.07,0.73,9.1,2.44,1.93,,,,,,,,,,,
33481039,0.016,0,0,0,4,0.17,0.22,28.70,0.07,1.77,54.3,2.44,0.25,,,,,,,,,,,
33481040,0.031,2,4,4,4,0.40,0.22,36.60,0.07,1.27,52.0,2.44,0.33,,,,,,,,,,,
33482000,0.012,4,4,4,4,3.56,0.74,10.30,0.02,6.64,4.7,2.25,0.13,,,,,,,,,,,
33482001,0.012,4,4,4,4,3.61,0.74,10.70,0.02,6.37,1.0,2.25,0.14,,,,,,,,,,,
33482002,0.013,4,4,4,4,3.64,0.74,11.10,0.02,6.13,3.0,2.25,0.13,,,,,,,,,,,
33482003,0.011,4,4,4,4,3.42,0.74,10.40,0.02,6.54,10.8,2.25,0.18,,,,,,,,,,,
33482004,0.013,4,4,4,4,3.60,0.74,10.90,0.02,6.23,7.3,2.25,0.15,,,,,,,,,,,
33482005,0.014,4,4,4,4,3.68,0.74,11.40,0.02,5.94,3.4,2.25,0.18,,,,,,,,,,,
33482006,0.015,4,4,4,4,3.73,0.74,11.90,0.02,5.69,0.8,2.25,0.13,,,,,,,,,,,
33482007,0.015,4,4,4,4,3.78,0.74,12.40,0.02,5.46,5.4,2.25,0.16,,,,,,,,,,,
33482008,0.012,4,4,4,4,3.38,0.74,11.00,0.02,6.17,13.8,2.25,0.11,,,,,,,,,,,
33482009,0.013,4,4,4,4,3.58,0.74,11.60,0.02,5.84,10.2,2.25,0.12,,,,,,,,,,,
33482010,0.015,4,4,4,4,3.76,0.74,12.30,0.02,5.53,6.3,2.25,0.17,,,,,,,,,,,
33482011,0.016,4,4,4,4,3.84,0.74,12.90,0.02,5.25,1.8,2.25,0.19,,,,,,,,,,,
33482012,0.017,4,4,4,4,3.90,0.74,13.50,0.02,5.01,3.0,2.25,0.19,,,,,,,,,,,
33482013,0.014,4,4,4,4,3.55,0.74,12.40,0.02,5.46,13.6,2.25,0.19,,,,,,,,,,,
33482014,0.016,4,4,4,4,3.80,0.74,13.20,0.02,5.13,9.5,2.25,0.16,,,,,,,,,,,
33482015,0.018,4,4,4,4,3.96,0.74,14.00,0.02,4.83,4.9,2.25,0.18,,,,,,,,,,,
33482016,0.02,4,4,4,4,4.06,0.74,14.70,0.02,4.57,0.2,2.25,0.18,,,,,,,,,,,
33482017,0.021,4,4,4,4,4.16,0.74,15.50,0.02,4.35,6.0,2.25,0.26,,,,,,,,,,,
33482018,0.017,4,4,4,4,3.80,0.74,14.20,0.02,4.76,13.4,2.25,0.24,,,,,,,,,,,
33482019,0.02,4,4,4,4,4.11,0.74,15.20,0.02,4.43,8.6,2.25,0.16,,,,,,,,,,,
33482020,0.022,4,4,4,4,4.27,0.74,16.20,0.02,4.14,3.2,2.25,0.29,,,,,,,,,,,
33482021,0.024,4,4,4,4,4.42,0.74,17.20,0.02,3.89,3.0,2.25,0.29,,,,,,,,,,,
33482022,0.018,4,4,4,4,3.78,0.74,15.30,0.02,4.41,17.8,2.25,0.31,,,,,,,,,,,
33482023,0.022,4,4,4,4,4.20,0.74,16.60,0.02,4.05,13.0,2.25,0.23,,,,,,,,,,,
33482024,0.024,4,4,4,4,4.53,0.74,17.90,0.02,3.73,7.3,2.25,0.22,,,,,,,,,,,
33482025,0.027,4,4,4,4,4.78,0.74,19.20,0.02,3.45,0.7,2.25,0.29,,,,,,,,,,,
33482026,0.028,4,4,4,4,5.05,0.74,20.50,0.02,3.23,7.0,2.25,0.36,,,,,,,,,,,
33482027,0.022,4,4,4,4,4.26,0.74,18.10,0.02,3.70,18.3,2.25,0.33,,,,,,,,,,,
33482028,0.026,4,4,4,4,4.91,0.74,19.80,0.02,3.34,12.5,2.25,0.34,,,,,,,,,,,
33482029,0.029,4,4,4,4,5.34,0.74,21.70,0.02,3.03,5.5,2.25,0.38,,,,,,,,,,,
33482030,0.03,4,4,4,4,5.85,0.74,23.50,0.02,2.77,3.0,2.25,0.45,,,,,,,,,,,
33482031,0.021,4,4,4,4,4.32,0.74,19.70,0.02,3.38,24.5,2.25,0.34,,,,,,,,,,,
33482032,0.026,4,4,4,4,5.23,0.74,22.00,0.02,2.99,18.9,2.25,0.46,,,,,,,,,,,
33482033,0.029,4,4,4,4,6.28,0.74,24.60,0.02,2.64,11.7,2.25,0.34,,,,,,,,,,,
33482034,0.03,4,4,4,4,7.42,0.74,27.30,0.02,2.34,2.5,2.25,0.34,,,,,,,,,,,
33482035,0.027,4,4,4,4,9.19,0.74,29.70,0.02,2.12,9.0,2.25,0.51,,,,,,,,,,,
33482036,0.022,4,4,4,4,5.75,0.74,24.40,0.02,2.69,27.0,2.25,0.32,,,,,,,,,,,
33482037,0.025,4,4,4,4,8.15,0.74,28.00,0.02,2.29,20.0,2.25,0.54,,,,,,,,,,,
33482038,0.023,4,4,4,4,11.88,0.74,32.00,0.02,1.93,10.4,2.25,0.54,,,,,,,,,,,
33482039,0.014,4,4,4,4,23.23,0.74,36.10,0.02,1.66,3.0,2.25,0.49,,,,,,,,,,,
33482040,0,0,0,0,0,0.00,0.74,0.00,0.02,1.50,20.3,2.25,0.42,,,,,,,,,,,
33482041,0.014,1,4,4,4,7.00,0.74,26.70,0.02,2.45,36.8,2.25,0.35,,,,,,,,,,,
33482042,0.012,4,4,4,4,14.50,0.74,31.60,0.02,2.00,31.0,2.25,0.39,,,,,,,,,,,
33482043,0,0,0,0,0,0.00,0.74,0.00,0.02,1.58,22.1,2.25,0.42,,,,,,,,,,,
33482044,0,0,0,0,0,0.00,0.74,0.00,0.02,1.23,7.6,2.25,0.41,,,,,,,,,,,
33482045,0,0,0,0,0,0.00,0.74,0.00,0.02,1.01,15.7,2.25,0.43,,,,,,,,,,,
33482046,0,0,0,0,0,0.00,0.74,0.00,0.02,1.81,45.0,2.25,0.23,,,,,,,,,,,
33482047,0,0,0,0,0,0.00,0.74,0.00,0.02,1.33,39.3,2.25,0.27,,,,,,,,,,,
33482048,0,0,0,0,0,0.00,0.74,0.00,0.02,0.89,27.5,2.25,0.37,,,,,,,,,,,
33483000,0.029,4,4,4,4,0.63,0.84,10.10,0.10,7.16,3.6,2.9,0.38,,,,,,,,,,,
33483001,0.031,4,4,4,4,0.63,0.84,10.40,0.10,6.90,0.1,2.9,0.37,,,,,,,,,,,
33483002,0.033,4,4,4,4,0.63,0.84,10.80,0.10,6.67,3.6,2.9,0.41,,,,,,,,,,,
33483003,0.028,4,4,4,4,0.61,0.84,10.20,0.10,7.05,9.2,2.9,0.44,,,,,,,,,,,
33483004,0.031,4,4,4,4,0.63,0.84,10.70,0.10,6.75,5.9,2.9,0.4,,,,,,,,,,,
33483005,0.034,4,4,4,4,0.64,0.84,11.10,0.10,6.47,2.3,2.9,0.52,,,,,,,,,,,
33483006,0.037,4,4,4,4,0.64,0.84,11.50,0.10,6.22,1.6,2.9,0.54,,,,,,,,,,,
33483007,0.031,4,4,4,4,0.61,0.84,10.80,0.10,6.67,11.9,2.9,0.44,,,,,,,,,,,
33483008,0.035,4,4,4,4,0.62,0.84,11.30,0.10,6.35,8.5,2.9,0.54,,,,,,,,,,,
33483009,0.039,4,4,4,4,0.64,0.84,11.80,0.10,6.05,4.8,2.9,0.4,,,,,,,,,,,
33483010,0.042,4,4,4,4,0.64,0.84,12.30,0.10,5.79,0.7,2.9,0.5,,,,,,,,,,,
33483011,0.045,4,4,4,4,0.64,0.84,12.80,0.10,5.55,3.7,2.9,0.42,,,,,,,,,,,
33483012,0.034,4,4,4,4,0.59,0.84,11.40,0.10,6.31,14.9,2.9,0.45,,,,,,,,,,,
33483013,0.038,4,4,4,4,0.61,0.84,12.00,0.10,5.97,11.5,2.9,0.36,,,,,,,,,,,
33483014,0.043,4,4,4,4,0.63,0.84,12.60,0.10,5.65,7.7,2.9,0.46,,,,,,,,,,,
33483015,0.048,4,4,4,4,0.64,0.84,13.30,0.10,5.36,3.4,2.9,0.5,,,,,,,,,,,
33483016,0.052,4,4,4,4,0.64,0.84,13.90,0.10,5.11,1.3,2.9,0.52,,,,,,,,,,,
33483017,0.042,4,4,4,4,0.60,0.84,12.70,0.10,5.60,14.9,2.9,0.49,,,,,,,,,,,
33483018,0.048,4,4,4,4,0.62,0.84,13.50,0.10,5.26,11.0,2.9,0.47,,,,,,,,,,,
33483019,0.055,4,4,4,4,0.64,0.84,14.30,0.10,4.95,6.6,2.9,0.63,,,,,,,,,,,
33483020,0.061,4,4,4,4,0.65,0.84,15.00,0.10,4.67,1.6,2.9,0.69,,,,,,,,,,,
33483021,0.067,4,4,4,4,0.65,0.84,15.80,0.10,4.43,3.9,2.9,0.73,,,,,,,,,,,
33483022,0.045,4,4,4,4,0.58,0.84,13.50,0.10,5.25,18.7,2.9,0.5,,,,,,,,,,,
33483023,0.053,4,4,4,4,0.61,0.84,14.40,0.10,4.89,14.8,2.9,0.69,,,,,,,,,,,
33483024,0.062,4,4,4,4,0.63,0.84,15.40,0.10,4.56,10.3,2.9,0.63,,,,,,,,,,,
33483025,0.071,4,4,4,4,0.65,0.84,16.40,0.10,4.25,5.1,2.9,0.74,,,,,,,,,,,
33483026,0.079,4,4,4,4,0.66,0.84,17.30,0.10,3.99,0.8,2.9,0.78,,,,,,,,,,,
33483027,0.058,4,4,4,4,0.59,0.84,15.40,0.10,4.55,19.2,2.9,0.71,,,,,,,,,,,
33483028,0.069,4,4,4,4,0.62,0.84,16.60,0.10,4.18,14.7,2.9,0.8,,,,,,,,,,,
33483029,0.082,4,4,4,4,0.65,0.84,17.90,0.10,3.85,9.4,2.9,1.03,,,,,,,,,,,
33483030,0.095,4,4,4,4,0.67,0.84,19.10,0.10,3.56,3.1,2.9,0.96,,,,,,,,,,,
33483031,0.105,4,4,4,4,0.67,0.84,20.30,0.10,3.31,4.2,2.9,1,,,,,,,,,,,
33483032,0.076,4,4,4,4,0.60,0.84,17.90,0.10,3.84,19.9,2.9,0.95,,,,,,,,,,,
33483033,0.093,4,4,4,4,0.64,0.84,19.50,0.10,3.48,14.6,2.9,0.97,,,,,,,,,,,
33483034,0.113,4,4,4,4,0.67,0.84,21.20,0.10,3.15,8.0,2.9,1.05,,,,,,,,,,,
33483035,0.13,4,4,4,4,0.69,0.84,22.90,0.10,2.87,0.1,2.9,1.38,,,,,,,,,,,
33483036,0.143,4,4,4,4,0.69,0.84,24.30,0.10,2.66,9.3,2.9,1.71,,,,,,,,,,,
33483037,0.08,4,4,4,4,0.56,0.84,19.30,0.10,3.54,26.1,2.9,0.87,,,,,,,,,,,
33483038,0.103,4,4,4,4,0.61,0.84,21.30,0.10,3.14,20.9,2.9,1.16,,,,,,,,,,,
33483039,0.131,4,4,4,4,0.67,0.84,23.60,0.10,2.77,14.4,2.9,1.5,,,,,,,,,,,
33483040,0.159,4,4,4,4,0.71,0.84,25.90,0.10,2.45,5.9,2.9,1.83,,,,,,,,,,,
33483041,0.182,4,4,4,4,0.73,0.84,28.10,0.10,2.20,4.8,2.9,2.26,,,,,,,,,,,
33483042,0.108,4,4,4,4,0.57,0.84,23.10,0.10,2.85,28.7,2.9,1.25,,,,,,,,,,,
33483043,0.144,4,4,4,4,0.64,0.84,26.10,0.10,2.44,22.5,2.9,1.67,,,,,,,,,,,
33483044,0.191,4,4,3,2,0.73,0.84,29.50,0.10,2.06,14.0,2.9,2.52,,,,,,,,,,,
33483045,0.229,4,4,4,4,0.78,0.84,32.90,0.10,1.76,2.1,2.9,3.01,,,,,,,,,,,
33483046,0.249,4,4,4,4,0.81,0.84,35.70,0.10,1.55,13.8,2.9,3.73,,,,,,,,,,,
33483047,0.104,2,4,4,4,0.50,0.84,24.80,0.10,2.62,38.1,2.9,1.51,,,,,,,,,,,
33483048,0.145,3,4,4,4,0.58,0.84,28.60,0.10,2.16,33.1,2.9,1.85,,,,,,,,,,,
33483049,0.206,4,4,4,4,0.70,0.84,33.30,0.10,1.74,25.5,2.9,2.62,,,,,,,,,,,
33483050,0.274,4,4,4,4,0.86,0.84,38.80,0.10,1.36,13.3,2.9,4.08,,,,,,,,,,,
33483051,0.307,4,4,4,4,0.98,0.84,44.10,0.10,1.08,6.5,2.9,4.8,,,,,,,,,,,
33483052,0.123,2,4,4,4,0.46,0.84,30.60,0.10,1.99,46.0,2.9,1.63,,,,,,,,,,,
33483053,0.183,4,4,4,4,0.60,0.84,36.80,0.10,1.51,41.3,2.9,2.99,,,,,,,,,,,
33483054,0.272,4,4,4,4,0.90,0.84,45.30,0.10,1.05,32.3,2.9,4.61,,,,,,,,,,,
33483055,0.288,4,4,4,4,1.42,0.84,56.20,0.10,0.65,11.0,2.9,6.57,,,,,,,,,,,
33483056,0.072,0,4,4,4,0.28,0.84,31.40,0.10,1.92,60.6,2.9,1.34,,,,,,,,,,,
33483057,0.098,3,4,4,4,0.35,0.84,38.50,0.10,1.42,60.6,2.9,2,,,,,,,,,,,
33483058,0.121,4,4,4,4,0.58,0.84,49.70,0.10,0.92,60.8,2.9,2.63,,,,,,,,,,,
33484000,0.072,4,4,4,4,2.00,0.46,0.60,0.15,2.33,2.0,1.07,0.18,,,,,,,,,,,
33484001,0.084,4,4,4,4,1.99,0.46,0.70,0.15,2.11,9.6,1.07,0.22,,,,,,,,,,,
33484002,0.127,4,4,4,4,2.00,0.46,0.90,0.15,1.65,3.7,1.07,0.19,,,,,,,,,,,
33484003,0.201,4,4,4,4,2.00,0.46,1.20,0.15,1.22,6.6,1.07,0.27,,,,,,,,,,,
33484004,0.263,4,4,4,4,1.97,0.46,1.40,0.15,1.01,16.9,1.07,0.28,,,,,,,,,,,
33485000,0.006,4,4,4,4,0.08,0.26,8.70,0.15,4.12,62.9,2.08,0.18,,,,,,,,,,,
33485001,0.034,3,3,3,3,0.29,0.26,11.00,0.15,3.20,52.8,2.08,0.24,,,,,,,,,,,
33485002,0.013,4,4,4,4,0.13,0.26,10.40,0.15,3.43,60.5,2.08,0.18,,,,,,,,,,,
33485003,0,0,0,0,0,0.00,0.26,0.00,0.15,3.71,67.1,2.08,0.15,,,,,,,,,,,
33485004,0.115,4,4,3,2,0.62,0.26,13.90,0.15,2.46,35.6,2.08,0.42,,,,,,,,,,,
33485005,0.071,4,3,3,2,0.42,0.26,13.50,0.15,2.56,46.8,2.08,0.29,,,,,,,,,,,
33485006,0.031,3,3,3,3,0.21,0.26,12.70,0.15,2.75,56.9,2.08,0.22,,,,,,,,,,,
33485007,0.004,4,4,4,4,0.00,0.26,11.70,0.15,3.01,65.4,2.08,0.2,,,,,,,,,,,
33485008,0,0,0,0,0,0.00,0.26,0.00,0.15,3.33,72.4,2.08,0.16,,,,,,,,,,,
33485009,0,0,0,0,0,0.00,0.26,0.00,0.15,3.68,78.1,2.08,0.15,,,,,,,,,,,
33485010,0.22,4,4,4,4,0.96,0.26,15.90,0.15,2.08,8.7,2.08,0.78,,,,,,,,,,,
33485011,0.219,4,4,3,3,0.87,0.26,16.80,0.15,1.96,22.5,2.08,0.67,,,,,,,,,,,
33485012,0.162,4,4,3,2,0.64,0.26,16.90,0.15,1.96,37.2,2.08,0.43,,,,,,,,,,,
33485013,0.082,4,3,3,2,0.36,0.26,16.20,0.15,2.09,50.9,2.08,0.42,,,,,,,,,,,
33485014,0.019,3,3,3,3,0.10,0.26,14.90,0.15,2.31,62.5,2.08,0.25,,,,,,,,,,,
33485015,0,0,0,0,0,0.00,0.26,0.00,0.15,2.62,71.7,2.08,0.19,,,,,,,,,,,
33485016,0,0,0,0,0,0.00,0.26,0.00,0.15,2.98,78.9,2.08,0.19,,,,,,,,,,,
33485017,0.248,4,4,4,4,0.96,0.26,17.20,0.15,1.91,11.1,2.08,0.69,,,,,,,,,,,
33485018,0.306,4,4,4,4,0.99,0.26,19.50,0.15,1.62,2.4,2.08,0.94,,,,,,,,,,,
33485019,0.341,4,4,4,1,0.98,0.26,21.10,0.15,1.46,20.1,2.08,1.1,,,,,,,,,,,
33485020,0.243,4,3,3,2,0.67,0.26,21.30,0.15,1.47,39.7,2.08,0.9,,,,,,,,,,,
33485021,0.077,3,3,3,2,0.25,0.26,19.80,0.15,1.63,57.3,2.08,0.48,,,,,,,,,,,
33485022,0,0,0,0,0,0.00,0.26,0.00,0.15,1.91,70.7,2.08,0.21,,,,,,,,,,,
33485023,0.42,4,4,4,4,1.04,0.26,24.30,0.15,1.20,8.6,2.08,1.63,,,,,,,,,,,
33485024,0.493,4,4,4,4,1.10,0.26,28.10,0.15,0.97,15.2,2.08,2.19,,,,,,,,,,,
33485025,0.409,3,3,3,2,0.78,0.26,28.00,0.15,0.98,44.9,2.08,1.75,,,,,,,,,,,
33485026,0.535,4,4,4,4,1.10,0.26,30.40,0.15,0.87,29.5,2.08,2.87,,,,,,,,,,,
33486000,0.031,4,4,4,4,1.07,0.20,8.80,0.09,5.57,2.1,2.19,0.08,,,,,,,,,,,
33486001,0.029,4,4,4,4,1.03,0.20,8.60,0.09,5.70,9.2,2.19,0.1,,,,,,,,,,,
33486002,0.033,4,4,4,4,1.07,0.20,9.00,0.09,5.40,5.1,2.19,0.07,,,,,,,,,,,
33486003,0.036,4,4,4,4,1.08,0.20,9.50,0.09,5.14,0.5,2.19,0.12,,,,,,,,,,,
33486004,0.031,4,4,4,4,1.00,0.20,9.20,0.09,5.32,12.6,2.19,0.09,,,,,,,,,,,
33486005,0.037,4,4,4,4,1.05,0.20,9.70,0.09,5.00,8.3,2.19,0.06,,,,,,,,,,,
33486006,0.042,4,4,4,4,1.08,0.20,10.30,0.09,4.71,3.5,2.19,0.09,,,,,,,,,,,
33486007,0.046,4,4,4,4,1.09,0.20,10.90,0.09,4.46,1.9,2.19,0.12,,,,,,,,,,,
33486008,0.034,4,4,4,4,0.95,0.20,9.80,0.09,4.96,16.4,2.19,0.08,,,,,,,,,,,
33486009,0.041,4,4,4,4,1.02,0.20,10.50,0.09,4.62,12.1,2.19,0.13,,,,,,,,,,,
33486010,0.049,4,4,4,4,1.09,0.20,11.20,0.09,4.30,7.2,2.19,0.1,,,,,,,,,,,
33486011,0.055,4,4,4,4,1.10,0.20,12.00,0.09,4.02,1.5,2.19,0.16,,,,,,,,,,,
33486012,0.044,4,4,4,4,0.97,0.20,11.40,0.09,4.26,16.6,2.19,0.12,,,,,,,,,,,
33486013,0.055,4,4,4,4,1.05,0.20,12.30,0.09,3.91,11.6,2.19,0.19,,,,,,,,,,,
33486014,0.066,4,4,4,4,1.11,0.20,13.30,0.09,3.60,5.6,2.19,0.11,,,,,,,,,,,
33486015,0.075,4,4,4,4,1.12,0.20,14.30,0.09,3.34,1.5,2.19,0.13,,,,,,,,,,,
33486016,0.06,4,4,4,4,1.00,0.20,13.50,0.09,3.55,16.9,2.19,0.18,,,,,,,,,,,
33486017,0.078,4,4,4,4,1.10,0.20,14.80,0.09,3.21,10.7,2.19,0.14,,,,,,,,,,,
33486018,0.092,4,4,4,4,1.14,0.20,16.20,0.09,2.91,3.2,2.19,0.23,,,,,,,,,,,
33486019,0.064,4,4,4,4,0.92,0.20,14.80,0.09,3.23,23.3,2.19,0.19,,,,,,,,,,,
33486020,0.087,4,4,4,4,1.05,0.20,16.60,0.09,2.84,17.3,2.19,0.24,,,,,,,,,,,
33486021,0.113,4,4,4,4,1.16,0.20,18.50,0.09,2.50,9.4,2.19,0.28,,,,,,,,,,,
33486022,0.133,4,4,4,4,1.20,0.20,20.60,0.09,2.22,0.7,2.19,0.44,,,,,,,,,,,
33486023,0.09,4,4,4,4,0.95,0.20,18.40,0.09,2.53,25.6,2.19,0.22,,,,,,,,,,,
33486024,0.131,4,4,4,4,1.14,0.20,21.30,0.09,2.14,17.9,2.19,0.43,,,,,,,,,,,
33486025,0.169,4,4,4,4,1.26,0.20,24.50,0.09,1.80,7.1,2.19,0.5,,,,,,,,,,,
33486026,0.193,4,4,4,4,1.33,0.20,27.60,0.09,1.55,7.9,2.19,0.69,,,,,,,,,,,
33486027,0.081,4,4,4,4,0.78,0.20,20.30,0.09,2.28,35.9,2.19,0.3,,,,,,,,,,,
33486028,0.13,4,4,4,4,1.01,0.20,24.30,0.09,1.84,29.5,2.19,0.39,,,,,,,,,,,
33486029,0.201,4,4,4,4,1.36,0.20,29.50,0.09,1.43,19.1,2.19,0.62,,,,,,,,,,,
33486030,0.232,4,4,4,4,1.60,0.20,35.40,0.09,1.11,1.8,2.19,1.09,,,,,,,,,,,
33486031,0.09,4,4,4,4,0.72,0.20,27.00,0.09,1.64,44.7,2.19,0.44,,,,,,,,,,,
33486032,0.164,4,4,4,4,1.27,0.20,34.90,0.09,1.16,38.0,2.19,0.78,,,,,,,,,,,
33486033,0.177,4,4,4,4,2.54,0.20,46.80,0.09,0.73,22.8,2.19,1.4,,,,,,,,,,,
33486034,0.011,4,4,4,4,0.14,0.20,28.10,0.09,1.58,62.4,2.19,0.21,,,,,,,,,,,
33487000,0.037,4,4,4,4,0.42,0.30,9.40,0.17,2.84,49.4,1.77,0.25,,,,,,,,,,,
33487001,0.015,4,4,4,4,0.20,0.30,8.80,0.17,3.04,58.3,1.77,0.16,,,,,,,,,,,
33487002,0,0,0,0,0,0.00,0.30,0.00,0.17,3.31,65.9,1.77,0.2,,,,,,,,,,,
33487003,0.085,4,4,3,2,0.63,0.30,11.80,0.17,2.22,41.6,1.77,0.33,,,,,,,,,,,
33487004,0.039,4,4,4,4,0.33,0.30,11.20,0.17,2.37,53.4,1.77,0.24,,,,,,,,,,,
