Identifier,Features,,,,,,,,,,,,Labels,,,,,,,,,,,
"M = model
R = room
P = simulation points",solidAngle,obstructionValues LowerQuarter,obstructionValues SecondQuarter,obstructionValues ThirdQuarter,obstructionValues HigherQuarter,Projection AspectRatio,Frame ratio,solidAngleTilt,roomAvge SolidAngle,distanceWindowCenterToPt,angleOfPointPositionInReferenceToWindowNormal,windowHeadHeight,DF ,,,,,,,,,,,
MMRRRPPP,steradians,0 to 4,0 to 4,0 to 4,0 to 4,,0-1,degrees,steradians,meters,degrees,meters,%,,,,,,,,,,,
String (10 char.),Float  (1 decimal),vector 4 components,vector 4 components,vector 4 components,vector 4 components,,Float (2 decimals),Float (2 decimals),Float  (1 decimal),Float (2 decimals),Float (1 decimal),Float (2 decimals),Float (2 decimals),,,,,,,,,,,
27001010,0.068,0,0,0,1,0.40,0.72,10.60,0.20,8.45,33.68,4.32,0.19,,,,,,,,,,,
27001011,0.071,0,0,0,0,0.43,0.72,10.60,0.20,8.49,30.30,4.32,0.19,,,,,,,,,,,
27001012,0.073,0,0,0,0,0.44,0.72,10.50,0.20,8.55,26.97,4.32,0.18,,,,,,,,,,,
27001013,0.074,0,0,0,0,0.46,0.72,10.40,0.20,8.65,23.70,4.32,0.16,,,,,,,,,,,
27001014,0.061,0,0,3,3,0.33,0.72,11.10,0.20,8.02,44.28,4.32,0.25,,,,,,,,,,,
27001015,0.067,0,0,2,3,0.36,0.72,11.20,0.20,7.96,40.71,4.32,0.27,,,,,,,,,,,
27001016,0.072,0,0,0,2,0.38,0.72,11.20,0.20,7.94,37.11,4.32,0.23,,,,,,,,,,,
27001017,0.076,0,0,0,1,0.41,0.72,11.20,0.20,7.95,33.51,4.32,0.24,,,,,,,,,,,
27001018,0.079,0,0,0,0,0.43,0.72,11.10,0.20,7.99,29.92,4.32,0.18,,,,,,,,,,,
27001019,0.082,0,0,0,0,0.45,0.72,11.00,0.20,8.06,26.39,4.32,0.16,,,,,,,,,,,
27001020,0.083,0,0,0,0,0.47,0.72,10.90,0.20,8.16,22.93,4.32,0.17,,,,,,,,,,,
27001021,0.083,0,0,0,0,0.48,0.72,10.80,0.20,8.29,19.57,4.32,0.14,,,,,,,,,,,
27001022,0.083,0,0,0,0,0.49,0.72,10.60,0.20,8.45,16.32,4.32,0.12,,,,,,,,,,,
27001023,0.06,0,0,4,3,0.30,0.72,11.70,0.20,7.61,48.53,4.32,0.27,,,,,,,,,,,
27001024,0.068,0,0,4,3,0.33,0.72,11.80,0.20,7.52,44.80,4.32,0.33,,,,,,,,,,,
27001025,0.074,0,0,4,3,0.36,0.72,11.90,0.20,7.46,41.00,4.32,0.38,,,,,,,,,,,
27001026,0.08,0,0,2,2,0.39,0.72,11.90,0.20,7.44,37.16,4.32,0.23,,,,,,,,,,,
27001027,0.086,0,0,0,1,0.41,0.72,11.90,0.20,7.45,33.32,4.32,0.21,,,,,,,,,,,
27001028,0.089,0,0,0,0,0.43,0.72,11.80,0.20,7.49,29.49,4.32,0.19,,,,,,,,,,,
27001029,0.092,0,0,0,0,0.45,0.72,11.70,0.20,7.57,25.73,4.32,0.16,,,,,,,,,,,
27001030,0.093,0,0,0,0,0.47,0.72,11.50,0.20,7.68,22.06,4.32,0.17,,,,,,,,,,,
27001031,0.093,0,0,0,0,0.49,0.72,11.30,0.20,7.81,18.51,4.32,0.15,,,,,,,,,,,
27001032,0.092,0,0,0,0,0.50,0.72,11.10,0.20,7.98,15.09,4.32,0.16,,,,,,,,,,,
27001033,0.057,0,0,4,4,0.26,0.72,12.20,0.20,7.25,53.23,4.32,0.35,,,,,,,,,,,
27001034,0.066,0,0,4,3,0.29,0.72,12.40,0.20,7.12,49.38,4.32,0.41,,,,,,,,,,,
27001035,0.075,0,0,4,3,0.33,0.72,12.50,0.20,7.03,45.40,4.32,0.34,,,,,,,,,,,
27001036,0.083,0,0,4,3,0.36,0.72,12.60,0.20,6.96,41.34,4.32,0.42,,,,,,,,,,,
27001037,0.091,0,0,2,2,0.39,0.72,12.60,0.20,6.94,37.22,4.32,0.37,,,,,,,,,,,
27001038,0.097,0,0,1,1,0.41,0.72,12.60,0.20,6.95,33.10,4.32,0.27,,,,,,,,,,,
27001039,0.101,0,0,0,0,0.44,0.72,12.50,0.20,7.00,29.01,4.32,0.22,,,,,,,,,,,
27001040,0.104,0,0,0,0,0.46,0.72,12.40,0.20,7.08,24.99,4.32,0.18,,,,,,,,,,,
27001041,0.106,0,0,0,0,0.48,0.72,12.20,0.20,7.19,21.08,4.32,0.19,,,,,,,,,,,
27001042,0.105,0,0,0,0,0.50,0.72,12.00,0.20,7.34,17.31,4.32,0.16,,,,,,,,,,,
27001043,0.062,0,0,4,3,0.25,0.72,12.90,0.20,6.77,54.46,4.32,0.3,,,,,,,,,,,
27001044,0.073,0,0,4,3,0.29,0.72,13.10,0.20,6.64,50.35,4.32,0.42,,,,,,,,,,,
27001045,0.084,0,0,4,3,0.32,0.72,13.30,0.20,6.53,46.09,4.32,0.31,,,,,,,,,,,
27001046,0.094,0,0,4,3,0.36,0.72,13.40,0.20,6.47,41.72,4.32,0.36,,,,,,,,,,,
27001047,0.103,0,0,2,2,0.39,0.72,13.40,0.20,6.44,37.29,4.32,0.39,,,,,,,,,,,
27001048,0.111,0,0,1,1,0.42,0.72,13.40,0.20,6.45,32.84,4.32,0.24,,,,,,,,,,,
27001049,0.116,0,0,0,0,0.44,0.72,13.30,0.20,6.50,28.44,4.32,0.19,,,,,,,,,,,
27001050,0.119,0,0,0,0,0.47,0.72,13.20,0.20,6.59,24.13,4.32,0.16,,,,,,,,,,,
27001051,0.12,0,0,0,0,0.49,0.72,12.90,0.20,6.71,19.95,4.32,0.16,,,,,,,,,,,
27001052,0.119,0,0,0,0,0.50,0.72,12.70,0.20,6.87,15.95,4.32,0.15,,,,,,,,,,,
27001053,0.053,0,0,4,4,0.21,0.72,13.40,0.20,6.48,60.04,4.32,0.39,,,,,,,,,,,
27001054,0.067,0,0,4,3,0.24,0.72,13.70,0.20,6.30,55.87,4.32,0.32,,,,,,,,,,,
27001055,0.08,0,0,4,3,0.28,0.72,14.00,0.20,6.15,51.48,4.32,0.38,,,,,,,,,,,
27001056,0.094,0,0,4,3,0.32,0.72,14.20,0.20,6.04,46.90,4.32,0.42,,,,,,,,,,,
27001057,0.107,0,0,4,3,0.36,0.72,14.30,0.20,5.97,42.17,4.32,0.43,,,,,,,,,,,
27001058,0.118,0,0,2,2,0.39,0.72,14.40,0.20,5.94,37.37,4.32,0.36,,,,,,,,,,,
27001059,0.127,0,0,1,2,0.42,0.72,14.30,0.20,5.95,32.55,4.32,0.35,,,,,,,,,,,
27001060,0.134,0,0,0,0,0.45,0.72,14.20,0.20,6.01,27.78,4.32,0.22,,,,,,,,,,,
27001061,0.137,0,0,0,0,0.48,0.72,14.00,0.20,6.10,23.14,4.32,0.16,,,,,,,,,,,
27001062,0.138,0,0,0,0,0.50,0.72,13.80,0.20,6.23,18.66,4.32,0.18,,,,,,,,,,,
27001063,0.041,2,2,4,4,0.15,0.72,13.80,0.20,6.26,66.08,4.32,0.4,,,,,,,,,,,
27001064,0.055,1,1,4,4,0.19,0.72,14.30,0.20,6.03,61.95,4.32,0.37,,,,,,,,,,,
27001065,0.071,0,0,4,3,0.23,0.72,14.60,0.20,5.83,57.51,4.32,0.42,,,,,,,,,,,
27001066,0.089,0,0,4,3,0.27,0.72,15.00,0.20,5.67,52.80,4.32,0.42,,,,,,,,,,,
27001067,0.106,0,0,4,3,0.32,0.72,15.20,0.20,5.55,47.84,4.32,0.55,,,,,,,,,,,
27001068,0.122,0,0,4,2,0.36,0.72,15.40,0.20,5.47,42.70,4.32,0.47,,,,,,,,,,,
27001069,0.137,0,0,2,2,0.40,0.72,15.40,0.20,5.44,37.46,4.32,0.46,,,,,,,,,,,
27001070,0.148,0,0,1,2,0.43,0.72,15.40,0.20,5.45,32.20,4.32,0.33,,,,,,,,,,,
27001071,0.155,0,0,0,1,0.46,0.72,15.20,0.20,5.51,27.01,4.32,0.23,,,,,,,,,,,
27001072,0.159,0,0,0,0,0.49,0.72,15.00,0.20,5.61,21.97,4.32,0.19,,,,,,,,,,,
27001073,0.024,0,0,4,4,0.09,0.72,14.10,0.20,6.11,72.48,4.32,0.31,,,,,,,,,,,
27001074,0.039,0,0,4,4,0.13,0.72,14.70,0.20,5.83,68.51,4.32,0.31,,,,,,,,,,,
27001075,0.056,1,1,4,4,0.17,0.72,15.20,0.20,5.58,64.17,4.32,0.45,,,,,,,,,,,
27001076,0.076,0,0,4,3,0.22,0.72,15.60,0.20,5.37,59.44,4.32,0.52,,,,,,,,,,,
27001077,0.098,0,0,4,3,0.26,0.72,16.00,0.20,5.19,54.36,4.32,0.5,,,,,,,,,,,
27001078,0.12,0,0,4,3,0.31,0.72,16.30,0.20,5.06,48.97,4.32,0.5,,,,,,,,,,,
27001079,0.141,0,0,4,2,0.36,0.72,16.50,0.20,4.98,43.34,4.32,0.57,,,,,,,,,,,
27001080,0.16,0,0,2,2,0.40,0.72,16.60,0.20,4.94,37.57,4.32,0.61,,,,,,,,,,,
27001081,0.174,0,0,1,2,0.44,0.72,16.60,0.20,4.95,31.78,4.32,0.41,,,,,,,,,,,
27001082,0.183,0,0,0,1,0.47,0.72,16.40,0.20,5.02,26.08,4.32,0.31,,,,,,,,,,,
27001083,0.018,0,0,4,4,0.06,0.72,14.90,0.20,5.72,75.44,4.32,0.23,,,,,,,,,,,
27001084,0.034,0,0,4,4,0.10,0.72,15.60,0.20,5.42,71.33,4.32,0.44,,,,,,,,,,,
27001085,0.054,1,1,4,4,0.15,0.72,16.20,0.20,5.15,66.76,4.32,0.4,,,,,,,,,,,
27001086,0.079,1,3,4,3,0.20,0.72,16.80,0.20,4.91,61.73,4.32,0.51,,,,,,,,,,,
27001087,0.107,0,1,4,3,0.25,0.72,17.20,0.20,4.72,56.24,4.32,0.62,,,,,,,,,,,
27001088,0.136,0,0,4,3,0.30,0.72,17.60,0.20,4.57,50.33,4.32,0.52,,,,,,,,,,,
27001089,0.164,0,0,4,2,0.36,0.72,17.90,0.20,4.48,44.12,4.32,0.74,,,,,,,,,,,
27001090,0.188,0,0,2,2,0.41,0.72,18.00,0.20,4.44,37.71,4.32,0.7,,,,,,,,,,,
27001091,0.206,0,0,1,2,0.45,0.72,17.90,0.20,4.46,31.27,4.32,0.6,,,,,,,,,,,
27001092,0.217,0,0,0,0,0.48,0.72,17.70,0.20,4.53,24.95,4.32,0.27,,,,,,,,,,,
27001093,0,0,0,0,0,0.00,0.72,0.00,0.20,5.69,82.54,4.32,0.17,,,,,,,,,,,
27001094,0.008,0,0,4,4,0.03,0.72,15.80,0.20,5.34,78.82,4.32,0.3,,,,,,,,,,,
27001095,0.026,0,0,4,4,0.07,0.72,16.50,0.20,5.02,74.61,4.32,0.28,,,,,,,,,,,
27001096,0.049,0,0,4,4,0.12,0.72,17.30,0.20,4.72,69.84,4.32,0.42,,,,,,,,,,,
27001097,0.08,1,3,4,3,0.17,0.72,18.00,0.20,4.47,64.48,4.32,0.41,,,,,,,,,,,
27001098,0.115,0,4,4,3,0.23,0.72,18.60,0.20,4.25,58.53,4.32,0.85,,,,,,,,,,,
27001099,0.154,0,1,4,2,0.30,0.72,19.10,0.20,4.09,52.03,4.32,0.84,,,,,,,,,,,
27001100,0.192,0,0,4,2,0.36,0.72,19.40,0.20,3.98,45.09,4.32,0.9,,,,,,,,,,,
27001101,0.225,0,0,2,2,0.41,0.72,19.50,0.20,3.94,37.88,4.32,0.91,,,,,,,,,,,
27001102,0.248,0,0,1,2,0.46,0.72,19.40,0.20,3.96,30.63,4.32,0.86,,,,,,,,,,,
27001103,0,0,0,0,0,0.00,0.72,0.00,0.20,4.98,82.71,4.32,0.27,,,,,,,,,,,
27001104,0.012,0,0,4,4,0.03,0.72,17.50,0.20,4.63,78.44,4.32,0.28,,,,,,,,,,,
27001105,0.039,0,0,4,4,0.08,0.72,18.40,0.20,4.31,73.50,4.32,0.45,,,,,,,,,,,
27001106,0.075,1,1,4,4,0.14,0.72,19.30,0.20,4.03,67.83,4.32,0.63,,,,,,,,,,,
27001107,0.121,1,4,4,3,0.21,0.72,20.10,0.20,3.79,61.38,4.32,0.79,,,,,,,,,,,
27001108,0.174,0,4,4,2,0.28,0.72,20.70,0.20,3.61,54.17,4.32,1.07,,,,,,,,,,,
27001109,0.227,0,1,4,2,0.36,0.72,21.10,0.20,3.49,46.33,4.32,1.23,,,,,,,,,,,
27001110,0.272,0,0,4,2,0.42,0.72,21.30,0.20,3.44,38.10,4.32,1.37,,,,,,,,,,,
27001111,0.303,0,0,1,2,0.48,0.72,21.20,0.20,3.46,29.80,4.32,1.26,,,,,,,,,,,
27001112,0,0,0,0,0,0.00,0.72,0.00,0.20,4.27,82.93,4.32,0.22,,,,,,,,,,,
27001113,0.019,0,0,4,4,0.04,0.72,19.60,0.20,3.93,77.91,4.32,0.34,,,,,,,,,,,
27001114,0.061,0,1,4,4,0.10,0.72,20.70,0.20,3.61,71.97,4.32,0.51,,,,,,,,,,,
27001115,0.121,1,3,4,3,0.18,0.72,21.60,0.20,3.35,65.00,4.32,0.82,,,,,,,,,,,
27001116,0.195,0,4,4,2,0.27,0.72,22.40,0.20,3.14,56.96,4.32,1.08,,,,,,,,,,,
27001117,0.271,0,4,4,2,0.36,0.72,23.00,0.20,3.00,47.99,4.32,1.6,,,,,,,,,,,
27001118,0.336,0,1,4,2,0.44,0.72,23.30,0.20,2.94,38.40,4.32,1.51,,,,,,,,,,,
27001119,0.377,1,0,3,1,0.50,0.72,23.20,0.20,2.96,28.70,4.32,1.54,,,,,,,,,,,
27001120,0.391,0,0,1,1,0.55,0.72,22.80,0.20,3.07,19.41,4.32,1.69,,,,,,,,,,,
27001121,0.032,0,3,4,4,0.05,0.72,22.10,0.20,3.22,77.16,4.32,0.49,,,,,,,,,,,
27001122,0.106,1,3,4,3,0.14,0.72,23.30,0.20,2.92,69.71,4.32,0.76,,,,,,,,,,,
27001123,0.211,1,4,4,2,0.25,0.72,24.30,0.20,2.68,60.73,4.32,1.47,,,,,,,,,,,
27001124,0.328,0,4,4,2,0.36,0.72,25.20,0.20,2.51,50.29,4.32,1.94,,,,,,,,,,,
27001125,0.425,2,1,3,0,0.47,0.72,25.70,0.20,2.44,38.82,4.32,2.3,,,,,,,,,,,
27001126,0.479,1,0,3,0,0.54,0.72,25.60,0.20,2.47,27.15,4.32,2.21,,,,,,,,,,,
27001127,0.485,0,0,3,0,0.58,0.72,25.00,0.20,2.60,16.20,4.32,2.26,,,,,,,,,,,
27001128,0.453,0,0,1,1,0.59,0.72,24.00,0.20,2.81,6.58,4.32,1.68,,,,,,,,,,,
27001129,0.061,0,4,4,4,0.07,0.72,24.80,0.20,2.52,75.98,4.32,0.68,,,,,,,,,,,
27001130,0.21,1,4,4,2,0.21,0.72,26.10,0.20,2.23,66.04,4.32,1.26,,,,,,,,,,,
27001131,0.4,0,4,4,2,0.37,0.72,27.50,0.20,2.03,53.69,4.32,2.68,,,,,,,,,,,
27001132,0.555,1,0,3,0,0.51,0.72,28.40,0.20,1.94,39.45,4.32,3.03,,,,,,,,,,,
27001133,0.62,0,1,3,0,0.60,0.72,28.50,0.20,1.98,24.84,4.32,2.87,,,,,,,,,,,
27001134,0.598,1,0,2,0,0.62,0.72,27.60,0.20,2.14,11.57,4.32,2.41,,,,,,,,,,,
27001135,0.541,0,0,2,1,0.61,0.72,26.20,0.20,2.39,0.61,4.32,1.7,,,,,,,,,,,
27001136,0.471,0,0,2,1,0.59,0.72,24.50,0.20,2.71,7.99,4.32,1.64,,,,,,,,,,,
27001137,0.4,0,0,0,1,0.57,0.72,22.80,0.20,3.08,14.66,4.32,0.96,,,,,,,,,,,
27001138,0.148,0,4,4,3,0.12,0.72,27.50,0.20,1.81,73.88,4.32,1.31,,,,,,,,,,,
27001139,0.498,1,4,4,1,0.37,0.72,29.60,0.20,1.56,59.16,4.32,3.31,,,,,,,,,,,
27001140,0.757,1,0,3,0,0.59,0.72,32.00,0.20,1.44,40.53,4.32,4.13,,,,,,,,,,,
27001141,0.787,2,0,2,0,0.67,0.72,32.30,0.20,1.49,21.00,4.32,4.01,,,,,,,,,,,
27001142,0.728,0,0,3,1,0.67,0.72,30.80,0.20,1.69,4.47,4.32,3.21,,,,,,,,,,,
27001143,0.636,1,0,1,1,0.64,0.72,28.50,0.20,2.00,7.77,4.32,2.2,,,,,,,,,,,
27001144,0.533,0,0,1,1,0.59,0.72,26.20,0.20,2.38,16.44,4.32,1.27,,,,,,,,,,,
27001145,0.43,0,0,0,0,0.55,0.72,24.00,0.20,2.79,22.65,4.32,0.8,,,,,,,,,,,
27001146,0.342,0,0,0,0,0.50,0.72,22.10,0.20,3.23,27.22,4.32,0.75,,,,,,,,,,,
27001147,0.967,0,1,1,0,0.77,0.72,39.10,0.20,0.94,42.73,4.32,7.24,,,,,,,,,,,
27001148,0.932,0,1,3,0,0.81,0.72,38.30,0.20,1.02,13.53,4.32,5.57,,,,,,,,,,,
27001149,0.855,0,0,2,1,0.74,0.72,34.50,0.20,1.30,7.29,4.32,3.56,,,,,,,,,,,
27001150,0.724,1,0,1,1,0.65,0.72,30.70,0.20,1.68,19.71,4.32,2.17,,,,,,,,,,,
27001151,0.57,0,0,0,0,0.57,0.72,27.60,0.20,2.11,27.30,4.32,0.95,,,,,,,,,,,
27001152,0.434,0,0,0,0,0.50,0.72,25.10,0.20,2.57,32.25,4.32,0.81,,,,,,,,,,,
27001153,0.335,0,0,0,0,0.46,0.72,22.90,0.20,3.04,35.68,4.32,0.71,,,,,,,,,,,
27001154,0.263,0,0,0,0,0.42,0.72,21.00,0.20,3.52,38.19,4.32,0.62,,,,,,,,,,,
27001155,0.885,0,2,1,1,1.08,0.72,49.20,0.20,0.59,5.66,4.32,8.07,,,,,,,,,,,
27001156,0.943,0,0,4,0,0.79,0.72,38.50,0.20,1.00,27.54,4.32,4.41,,,,,,,,,,,
27001157,0.771,1,0,1,1,0.62,0.72,32.10,0.20,1.46,36.19,4.32,1.48,,,,,,,,,,,
27001158,0.545,0,0,0,0,0.50,0.72,28.40,0.20,1.95,40.61,4.32,0.94,,,,,,,,,,,
27001159,0.397,0,0,0,0,0.43,0.72,25.70,0.20,2.43,43.27,4.32,0.79,,,,,,,,,,,
27001160,0.3,0,0,0,0,0.39,0.72,23.40,0.20,2.93,45.03,4.32,0.61,,,,,,,,,,,
27001161,0.234,0,0,0,0,0.36,0.72,21.40,0.20,3.42,46.28,4.32,0.53,,,,,,,,,,,
27001162,0.187,0,0,0,0,0.34,0.72,19.60,0.20,3.92,47.22,4.32,0.51,,,,,,,,,,,
27001163,0.153,0,0,0,0,0.33,0.72,18.10,0.20,4.42,47.95,4.32,0.44,,,,,,,,,,,
27001164,0.988,1,0,1,0,0.73,0.72,39.80,0.20,0.90,57.57,4.32,3.64,,,,,,,,,,,
27001165,0.635,2,0,1,0,0.46,0.72,31.10,0.20,1.40,56.17,4.32,1.73,,,,,,,,,,,
27001166,0.419,1,1,1,0,0.36,0.72,28.10,0.20,1.90,55.50,4.32,0.91,,,,,,,,,,,
27001167,0.305,1,1,1,0,0.32,0.72,25.60,0.20,2.40,55.11,4.32,0.74,,,,,,,,,,,
27001168,0.235,1,1,1,0,0.30,0.72,23.40,0.20,2.90,54.86,4.32,0.62,,,,,,,,,,,
27001169,0.188,1,1,1,0,0.28,0.72,21.50,0.20,3.40,54.68,4.32,0.54,,,,,,,,,,,
27001170,0.153,1,1,1,0,0.28,0.72,19.70,0.20,3.90,54.55,4.32,0.55,,,,,,,,,,,
27001171,0.127,0,0,0,0,0.27,0.72,18.10,0.20,4.40,54.45,4.32,0.45,,,,,,,,,,,
27001172,0.107,0,0,0,0,0.27,0.72,16.80,0.20,4.90,54.36,4.32,0.42,,,,,,,,,,,
27001173,0.189,2,2,0,0,0.17,0.72,27.10,0.20,1.98,70.15,4.32,0.7,,,,,,,,,,,
27001174,0.172,3,3,2,0,0.18,0.72,25.20,0.20,2.46,66.84,4.32,0.79,,,,,,,,,,,
27001175,0.15,3,3,2,0,0.19,0.72,23.20,0.20,2.95,64.62,4.32,0.75,,,,,,,,,,,
27001176,0.13,3,3,3,0,0.20,0.72,21.30,0.20,3.44,63.03,4.32,0.65,,,,,,,,,,,
27001177,0.112,3,3,3,0,0.21,0.72,19.60,0.20,3.94,61.85,4.32,0.54,,,,,,,,,,,
27001178,0.097,3,3,3,0,0.21,0.72,18.10,0.20,4.43,60.92,4.32,0.52,,,,,,,,,,,
27001179,0.085,2,2,2,0,0.21,0.72,16.70,0.20,4.93,60.19,4.32,0.48,,,,,,,,,,,
27001180,0.04,0,0,0,0,0.05,0.72,24.40,0.20,2.62,77.55,4.32,0.49,,,,,,,,,,,
27001181,0.063,0,0,0,0,0.09,0.72,22.60,0.20,3.08,73.78,4.32,0.37,,,,,,,,,,,
27001182,0.07,1,1,0,0,0.12,0.72,20.90,0.20,3.56,71.01,4.32,0.45,,,,,,,,,,,
27001183,0.069,2,2,2,0,0.13,0.72,19.30,0.20,4.04,68.89,4.32,0.53,,,,,,,,,,,
27001184,0.065,3,3,3,0,0.15,0.72,17.80,0.20,4.52,67.22,4.32,0.54,,,,,,,,,,,
27001185,0,0,0,0,0,0.00,0.72,0.00,0.20,3.29,81.98,4.32,0.42,,,,,,,,,,,
27001186,0.018,0,0,0,0,0.03,0.72,20.30,0.20,3.74,78.34,4.32,0.42,,,,,,,,,,,
27001187,0.03,0,0,0,0,0.06,0.72,18.80,0.20,4.20,75.49,4.32,0.37,,,,,,,,,,,
27002000,0.026,0,0,4,4,0.49,0.86,11.20,0.10,8.18,10.63,3.44,0.2,,,,,,,,,,,
27002001,0.025,0,0,4,4,0.50,0.86,10.90,0.10,8.41,7.56,3.44,0.18,,,,,,,,,,,
27002002,0.03,0,4,4,4,0.49,0.86,12.10,0.10,7.52,12.41,3.44,0.24,,,,,,,,,,,
27002003,0.029,0,0,4,4,0.50,0.86,11.80,0.10,7.73,9.02,3.44,0.21,,,,,,,,,,,
27002004,0.028,0,0,4,4,0.51,0.86,11.50,0.10,7.98,5.83,3.44,0.19,,,,,,,,,,,
27002005,0.026,0,0,4,4,0.51,0.86,11.10,0.10,8.24,2.83,3.44,0.18,,,,,,,,,,,
27002006,0.034,0,4,4,4,0.50,0.86,12.80,0.10,7.06,10.76,3.44,0.3,,,,,,,,,,,
27002007,0.032,0,4,4,4,0.51,0.86,12.50,0.10,7.29,7.21,3.44,0.24,,,,,,,,,,,
27002008,0.031,0,0,4,4,0.51,0.86,12.10,0.10,7.55,3.90,3.44,0.23,,,,,,,,,,,
27002009,0.029,0,0,4,4,0.51,0.86,11.70,0.10,7.83,0.81,3.44,0.25,,,,,,,,,,,
27002010,0.039,0,4,4,4,0.49,0.86,14.10,0.10,6.40,12.86,3.44,0.29,,,,,,,,,,,
27002011,0.038,0,4,4,4,0.51,0.86,13.60,0.10,6.62,8.89,3.44,0.29,,,,,,,,,,,
27002012,0.037,0,4,4,4,0.51,0.86,13.20,0.10,6.86,5.18,3.44,0.32,,,,,,,,,,,
27002013,0.034,0,4,4,4,0.52,0.86,12.70,0.10,7.13,1.74,3.44,0.24,,,,,,,,,,,
27002014,0.047,0,4,4,4,0.49,0.86,15.50,0.10,5.75,15.45,3.44,0.35,,,,,,,,,,,
27002015,0.045,0,4,4,4,0.50,0.86,15.00,0.10,5.95,10.94,3.44,0.37,,,,,,,,,,,
27002016,0.044,0,4,4,4,0.51,0.86,14.50,0.10,6.18,6.75,3.44,0.29,,,,,,,,,,,
27002017,0.041,0,4,4,4,0.52,0.86,14.00,0.10,6.44,2.88,3.44,0.39,,,,,,,,,,,
27002018,0.038,0,4,4,4,0.52,0.86,13.40,0.10,6.73,0.68,3.44,0.36,,,,,,,,,,,
27002019,0.055,0,4,4,4,0.50,0.86,16.70,0.10,5.29,13.51,3.44,0.48,,,,,,,,,,,
27002020,0.053,0,4,4,4,0.51,0.86,16.10,0.10,5.50,8.70,3.44,0.36,,,,,,,,,,,
27002021,0.05,0,4,4,4,0.52,0.86,15.50,0.10,5.75,4.29,3.44,0.32,,,,,,,,,,,
27002022,0.046,0,4,4,4,0.52,0.86,14.90,0.10,6.03,0.26,3.44,0.4,,,,,,,,,,,
27002023,0.066,4,4,4,4,0.49,0.86,18.80,0.10,4.64,16.81,3.44,0.63,,,,,,,,,,,
27002024,0.064,0,4,4,4,0.51,0.86,18.10,0.10,4.83,11.21,3.44,0.69,,,,,,,,,,,
27002025,0.062,0,4,4,4,0.53,0.86,17.40,0.10,5.06,6.08,3.44,0.58,,,,,,,,,,,
27002026,0.057,0,4,4,4,0.53,0.86,16.60,0.10,5.33,1.43,3.44,0.48,,,,,,,,,,,
27002027,0.079,4,4,4,4,0.49,0.86,21.20,0.10,4.01,21.15,3.44,0.83,,,,,,,,,,,
27002028,0.079,4,4,4,4,0.51,0.86,20.60,0.10,4.17,14.51,3.44,0.83,,,,,,,,,,,
27002029,0.077,4,4,4,4,0.53,0.86,19.70,0.10,4.38,8.43,3.44,0.78,,,,,,,,,,,
27002030,0.071,0,4,4,4,0.54,0.86,18.80,0.10,4.64,2.96,3.44,0.72,,,,,,,,,,,
27002031,0.065,0,3,3,4,0.53,0.86,17.80,0.10,4.93,1.90,3.44,0.52,,,,,,,,,,,
27002032,0.093,4,4,4,4,0.47,0.86,24.20,0.10,3.42,27.06,3.44,1.17,,,,,,,,,,,
27002033,0.097,4,4,4,4,0.51,0.86,23.60,0.10,3.53,19.02,3.44,1.12,,,,,,,,,,,
27002034,0.096,4,4,4,4,0.54,0.86,22.60,0.10,3.71,11.63,3.44,0.9,,,,,,,,,,,
27002035,0.091,4,4,4,4,0.55,0.86,21.50,0.10,3.95,5.03,3.44,0.72,,,,,,,,,,,
27002036,0.082,3,3,4,4,0.54,0.86,20.30,0.10,4.23,0.77,3.44,0.76,,,,,,,,,,,
27002037,0.117,4,4,4,4,0.50,0.86,27.30,0.10,2.92,25.47,3.44,1.64,,,,,,,,,,,
27002038,0.121,4,4,4,4,0.54,0.86,26.40,0.10,3.06,16.23,3.44,1.54,,,,,,,,,,,
27002039,0.118,4,4,3,3,0.56,0.86,25.10,0.10,3.26,7.96,3.44,1.25,,,,,,,,,,,
27002040,0.107,4,4,4,4,0.56,0.86,23.60,0.10,3.53,0.80,3.44,1.09,,,,,,,,,,,
27002041,0.13,4,4,4,4,0.47,0.86,31.80,0.10,2.37,35.10,3.44,1.97,,,,,,,,,,,
27002042,0.149,4,4,4,4,0.54,0.86,31.20,0.10,2.43,23.25,3.44,2.02,,,,,,,,,,,
27002043,0.153,4,4,4,4,0.59,0.86,29.80,0.10,2.59,12.43,3.44,1.73,,,,,,,,,,,
27002044,0.142,4,4,4,4,0.59,0.86,27.90,0.10,2.83,3.15,3.44,1.78,,,,,,,,,,,
27002045,0.112,4,4,4,4,0.37,0.86,36.70,0.10,1.92,49.82,3.44,2.17,,,,,,,,,,,
27002046,0.164,4,4,4,4,0.53,0.86,37.20,0.10,1.87,34.76,3.44,3.08,,,,,,,,,,,
27002047,0.192,4,4,4,4,0.62,0.86,36.10,0.10,1.95,19.92,3.44,2.69,,,,,,,,,,,
27002048,0.189,4,4,4,4,0.64,0.86,33.90,0.10,2.15,7.01,3.44,2.68,,,,,,,,,,,
27002049,0.168,2,3,4,4,0.61,0.86,31.20,0.10,2.43,3.32,3.44,2.06,,,,,,,,,,,
27002050,0.032,3,4,4,4,0.13,0.86,40.40,0.10,1.67,71.02,3.44,0.98,,,,,,,,,,,
27002051,0.118,4,4,4,4,0.40,0.86,43.70,0.10,1.44,54.45,3.44,2.19,,,,,,,,,,,
